n,Full Text,Score,Very.Pos,Very.Neg,Cleaned Text,Emotion,Polarity
4701,@HSBC_UK_Help ok. thanks,0,0,0, ok thanks,unknown,positive
4702,@HSBC_UK_Help i know. but the money has disappeared too. is this normal? shouldn;t it automatically transfer?,0,0,0, i know but the money has disappeared too is this normal shouldnt it automatically transfer,unknown,positive
4703,@HSBC_UK_Help ...rather than go to another a/c the money has disappeared. please advise,0,0,0, rather than go to another ac the money has disappeared please advise,joy,positive
4704,"@HSBC_UK_Help Hi there, one of my savings accounts has disappeared. was a regular saver that was due to end today...",2,1,0, hi there one of my savings accounts has disappeared was a regular saver that was due to end today,unknown,positive
4705,@HSBC_UK_Help Ive found it and just sent it through.,0,0,0, ive found it and just sent it through,unknown,positive
4706,@HSBC_UK_Help upgraded to advance today...gentleman on the phone was very helpful. Cheers,2,1,0, upgraded to advance todaygentleman on the phone was very helpful cheers,unknown,positive
4707,"@HSBC_UK_Help Im not sure, I can’t see anywhere on my internet banking to send one?",0,0,0, im not sure i can’t see anywhere on my internet banking to send one,unknown,positive
4708,@HSBC_UK_Help yes...where is my nearest Lloyds TSB branch?,0,0,0, yeswhere is my nearest lloyds tsb branch,unknown,positive
4709,@HSBC_UK_Help I called but they said no-one on the phone can help?,0,0,0, i called but they said noone on the phone can help,unknown,positive
4710,"@HSBC_UK_Help why have i been on hold for 15 minutes at 10pm? Going town to switch to @AskLloydsBank at the weekend, you useless b******s",-2,0,1, why have i been on hold for 15 minutes at 10pm going town to switch to  at the weekend you useless bs,unknown,negative
4711,@HSBC_UK_Help how long does it take to find out about loan interest refund? Had mine since 2011 so should qualify,2,1,0, how long does it take to find out about loan interest refund had mine since 2011 so should qualify,joy,neutral
4712,@HSBC_UK_Help find my customer details &amp; call me,0,0,0, find my customer details amp call me,unknown,negative
4713,@HSBC_UK_Help useless,-1,0,0, useless,unknown,negative
4714,"@HSBC_UK_Help eventually..Another week and a half to get my card. There will be a big list, if a complaint person ever gets in touch #24DAYS",-1,0,0, eventuallyanother week and a half to get my card there will be a big list if a complaint person ever gets in touch 24days,sadness,negative
4715,@HSBC_UK_Help it's not good enough. Can you give me the number for customer services so I can try once more? The one I've got isn't working,2,1,0, its not good enough can you give me the number for customer services so i can try once more the one ive got isnt working,joy,neutral
4716,RT @saheaton: 2m living with sightloss #UK @HSBC_UK_Help how feasible would it be to offer large fonts on your express banking machines? #i…,1,0,0, 2m living with sightloss uk  how feasible would it be to offer large fonts on your express banking machines i…,unknown,positive
4717,"@HSBC_UK_Help had £500 in credit on a card since august, you lot won't give it back to me, or answer the phone, do I go to the ombudsman?",0,0,0, had 500 in credit on a card since august you lot wont give it back to me or answer the phone do i go to the ombudsman,unknown,positive
4718,"@HSBC_UK_Help Hi, it's ok - got through and all sorted now. Thanks!",0,0,0, hi its ok  got through and all sorted now thanks,unknown,positive
4719,@HSBC_UK_Help don't waste your time. I'm making a point about #poorservice,-1,0,0, dont waste your time im making a point about poorservice,unknown,negative
4720,"@HSBC_UK_Help according to all the other communications that's already happening, but obviously not! I reported it 14 days ago...",0,0,0, according to all the other communications thats already happening but obviously not i reported it 14 days ago,unknown,negative
4721,@HSBC_UK_Help bored of doing that now. It's been going on for days,-1,0,0, bored of doing that now its been going on for days,sadness,negative
4722,"@HSBC_UK_Help no, a really old account! All my cards, ID, pin reader etc got stolen so the only thing I can access is my HSBC mobile app...",-1,0,0, no a really old account all my cards id pin reader etc got stolen so the only thing i can access is my hsbc mobile app,unknown,negative
4723,@HSBC_UK_Help your refusing to send one !! Hence me being pissed off,-1,0,0, your refusing to send one  hence me being pissed off,anger,positive
4724,"@HSBC_UK_Help I just need access to my bank account, and a debit card. Shouldn't be that hard?! It's been 14 days now...",-1,0,0, i just need access to my bank account and a debit card shouldnt be that hard its been 14 days now,unknown,negative
4725,@HSBC_UK_Help you can send me this junk but not a PIN number .... Amazing http://t.co/nw6UO1LD3K,0,0,0, you can send me this junk but not a pin number  amazing ,surprise,neutral
4726,@HSBC_UK_Help still no response <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> when I call customer services I have to wait on hold for ages. Stop holding my money hostage HSBC <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed>,-1,0,0, still no response edu00a0u00bdedu00b1u008d when i call customer services i have to wait on hold for ages stop holding my money hostage hsbc edu00a0u00bdedu00b8u00a9edu00a0u00bdedu00b8u00a9edu00a0u00bdedu00bau00abedu00a0u00bdedu00b2u00b0,unknown,negative
4727,"Whichever bank supports Apple Pay first, I'll be opening a new account with them. @TSB @HSBC_UK_Help @AskHalifaxBank @BarclaysOnline",1,0,0,whichever bank supports apple pay first ill be opening a new account with them    ,unknown,negative
4728,Thank you to Noelle &amp; the team at @HSBC_UK_Help Guildford for the lovely flowers. That's good #customerservice! http://t.co/Sf2mLhs88Y,3,1,0,thank you to noelle amp the team at  guildford for the lovely flowers thats good customerservice ,joy,positive
4729,"“@alice_louisxx: @HSBC_UK_Help thanks for the help, yes I know what's caused it now”hahah U wet wipe",0,0,0,“  thanks for the help yes i know whats caused it now”hahah u wet wipe,unknown,positive
4730,"@HSBC_UK_Help gutting, no on my own unfortunately, thanks very much for trying though, appreciate the help",0,0,0, gutting no on my own unfortunately thanks very much for trying though appreciate the help,joy,negative
4731,@HSBC_UK_Help but if that doesn't work then I guess it can't be helped,2,1,0, but if that doesnt work then i guess it cant be helped,unknown,positive
4732,"@HSBC_UK_Help oh man, no this is the only one I have, all I can think is the area code might change to the us one which +1",0,0,0, oh man no this is the only one i have all i can think is the area code might change to the us one which 1,unknown,positive
4733,@HSBC_UK_Help no thank you have been most helpful already! Great service!,3,1,0, no thank you have been most helpful already great service,joy,positive
4734,@HSBC_UK_Help thank you! Just sent the email,1,0,0, thank you just sent the email,unknown,positive
4735,@beckyhoare @HSBC_UK_Help hhhmmmmmmmm pretty sad really... #GetALife,0,0,0,  hhhmmmmmmmm pretty sad really getalife,sadness,neutral
4736,"@HSBC_UK_Help in the us and my card has been blocked, phoned to get help but ran out of credit so now stuckIs it possible to get a call back",0,0,0, in the us and my card has been blocked phoned to get help but ran out of credit so now stuckis it possible to get a call back,sadness,negative
4737,"@HSBC_UK_Help I'm enjoying tweeting your a pile of shit to your customers,",0,0,0, im enjoying tweeting your a pile of shit to your customers,unknown,positive
4738,"@HSBC_UK_Help @mracattack switch banks you'll be glad you did, HSBC worst bank on the planet",0,0,0,  switch banks youll be glad you did hsbc worst bank on the planet,joy,negative
4739,"@HSBC_UK_Help aw bless ya for asking :) not yet will do it after work tomorrow , thank you <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",3,1,0, aw bless ya for asking  not yet will do it after work tomorrow  thank you edu00a0u00bdedu00b1u008d,unknown,positive
4740,@HSBC_UK_Help went to open account at HSBC Hackney Mare Street and woman asks me if i'm new to the UK. Dont want an account with you racists,-1,0,0, went to open account at hsbc hackney mare street and woman asks me if im new to the uk dont want an account with you racists,unknown,negative
4741,@HSBC_UK_Help I've already waited too long for a satisfactory response. I'm taking it to FOS.,1,0,0, ive already waited too long for a satisfactory response im taking it to fos,joy,neutral
4742,@gorgy2308 @HSBC_UK_Help change banks HSBC worst bank on the planet,-1,0,0,  change banks hsbc worst bank on the planet,unknown,negative
4743,@HSBC_UK_Help sorry there is currently a system fault please try again later (889) - tried all day,-2,0,1, sorry there is currently a system fault please try again later 889  tried all day,joy,negative
4744,@HSBC_UK_Help @cwithta Mexican Drug Cartels Stunning Files Link HSBC Money Laundering Biggest Bank Fraud Case - 9.23.2011,0,0,0,  mexican drug cartels stunning files link hsbc money laundering biggest bank fraud case  9232011,unknown,negative
4745,"@HSBC_UK_Help @cymroglyn worst bank on the planet, corrupt to the core,",-2,0,1,  worst bank on the planet corrupt to the core,unknown,negative
4746,@EverBankHelp  anything else exciting coming?,1,0,0,  anything else exciting coming,joy,positive
4747,@EverBankHelp any update on Chip &amp; Pin for 2015?,0,0,0, any update on chip amp pin for 2015,unknown,positive
4748,@AskRBC what happens to redcard mastercards now that @TargetCanada is closing?,0,0,0, what happens to redcard mastercards now that  is closing,unknown,positive
4749,@AskRBC I got a hold of someone thank you,1,0,0, i got a hold of someone thank you,unknown,positive
4750,@AskRBC the visa centre,0,0,0, the visa centre,unknown,positive
4751,"@AskRBC got the iPad! Never had a happier, smilier kid! Thanks!!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",1,0,0, got the ipad never had a happier smilier kid thanks edu00a0u00bdedu00b8u0081edu00a0u00bdedu00b8u0081edu00a0u00bdedu00b8u0081,joy,positive
