n,Cleaned Text,Emotion,Polarity
1317, yeah reactivate my guitar center credit card that i pay on and is cancelled for no reason,unknown,negative
1318, good to know thank you,joy,positive
1319, oh okay thanks,unknown,positive
1320, thanks,unknown,positive
1321, i seem to have forgotten my username and password to my account can i get some help please,joy,negative
1322, i did this and still no luck,unknown,positive
1323, dm sent well several dms actually,unknown,positive
1324, so that was what you patting me on the back and saying itll be okay wheres this discussion,unknown,positive
1325, youre all ready to go for apple pay but not android 50 so frustrating never thought id switch banks cause of my phone,anger,negative
1326, i have two accounts one is due on the 2nd and the other on the 10th how do i make them on the same date,unknown,positive
1327, following,unknown,positive
1328, help,unknown,positive
1329, if i apply for a card n get declined does is harm my credit,sadness,negative
1330, thank you so much,unknown,positive
1331,since im an auburn fan and i have a capitol one credit card does this mean im exempt from a payment this month ,unknown,negative
1332, follow me i can send a screen shot,unknown,positive
1333, oh and i will stick your return envelopes to a brick if it doesnt stop,unknown,neutral
1334,really guys in 12 weeks ive had 8 letters im ignoring them for a reason take me off your list ,unknown,negative
1335,thanks     for being top new followers in my community this week,surprise,positive
1336, is it possible to upgrade my card to a rewards card,unknown,positive
1337, happy early new year twitterverse were in the office until 6 pm est today so tweet us if you need us  aw,joy,neutral
1338, thx,unknown,positive
1339, can i request a replacement card online,unknown,positive
1340, well that still sucks and your atm wont process more than 1 check or bill at a time for deposit,unknown,positive
1341,wow  changed reward redemption tiered structure not getting full value for milesgtall travel  100x full value thanks,unknown,positive
1342, i have tried many timedifferent occasion signin reset password new password doesnt work omg now am locked out,unknown,positive
1343, capital one platinum its a mastercard i also have one that is a visa,unknown,positive
1344," 
thats not true im a dc govt retiree and they consistently send ach the last day b4 the holiday",unknown,negative
1345," 
and try to blame this on how ach payments are sent to wont fly you people post the finds when you get ready",sadness,negative
1346," 
this has not been a customer friendly bank since it was called chevy chase",joy,neutral
1347," 
i dont understand why capital 1 does not allow customers access to there direct deposit b4 the new year ridiculous",unknown,positive
1348, ill be traveling to europe for a few weeks in 2015  how can i get a chippin for my card,sadness,negative
1349, that‚Äôd be great and happy new year ,joy,positive
1350, account number,unknown,negative
1351, been 6 months since android lollipop released youre the only app i know that doesnt work with it any timeline for fix,unknown,positive
1352, i‚Äôve told you 1 problem already another is the meaning of ‚Äúpartial payment‚Äù i thought it was part of total balance but no,unknown,negative
1353, aaargh your ‚Äúpay a loan‚Äù page needs serious usability work grrrrr‚Ä,unknown,neutral
1354, thank you,unknown,positive
1355, no i used my phone but i will try from a computer if it doesnt work what should i do,unknown,positive
1356, i was using the app then went to  and got this message looks like your request didnt go through,joy,positive
1357, as much as we love doge we cannot use images found from the internet on our cards much sorry jd,joy,neutral
1358, as much as we love doge we cannot use images found from the internet on our cards much sorry jd,joy,neutral
1359, charges i incurred i didnt have my card on me at the time so i called in today to pay but i was told they would only,unknown,negative
1360, i changed my bank account in september and my bank was meant to move over all my dds but for whatever reason the dd to,joy,negative
1361, thanks for replying i will send you a message now regarding my problem,unknown,neutral
1362, how do you justify 23 interest rates on the elderly so they can buy prescription drugs ,joy,positive
1363, i wish you all supported android 5 the app doesnt work for us with the fresh os,unknown,positive
1364, your app still doesnt work on android 5 seriously i cant deposit on your dumb site you are a bank this is all you do,unknown,negative
